id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
574,ゴチム,gothita,エスパー,,purple,humanoid,ぎょうしポケモン,通常,エスパー,,けもの・じゅう,ひとがた,エスパー・ふしぎ,,標準・なめらか,,,,,ものしずか・クール,,てあし・とくちょうてきなかお,ほうせき・かがやき,,ミステリアス,,
575,ゴチミル,gothorita,エスパー,,purple,humanoid,あやつりポケモン,通常,エスパー,,ひとがた,エスパー・ふしぎ,,,標準・なめらか,,,,,ものしずか・クール,,てあし・とくちょうてきなかお,ほうせき・かがやき,,ミステリアス,,
576,ゴチルゼル,gothitelle,エスパー,,purple,humanoid,てんたいポケモン,通常,エスパー,,ひとがた,エスパー・ふしぎ,,,標準・なめらか,,,,,ものしずか・クール,,てあし・とくちょうてきなかお,ほうせき・かがやき,,ミステリアス,,
577,ユニラン,solosis,エスパー,,green,ball,さいぼうポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,ほうせき・かがやき,,かわいい,ミステリアス,おっとり
578,ダブラン,duosion,エスパー,,green,ball,ぶんかつポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,ほうせき・かがやき,,かわいい,ミステリアス,おっとり
579,ランクルス,reuniclus,エスパー,,green,arms,ぞうふくポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,たくましいうで,ほうせき・かがやき,,ミステリアス,おっとり,
580,コアルヒー,ducklett,みず,ひこう,blue,wings,みずどりポケモン,通常,みず,ひこう,みず・うみ,とり・つばさ,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,つばさ・はね,みずのしぶき,,ナチュラル,,
581,スワンナ,swanna,みず,ひこう,white,wings,しらとりポケモン,通常,みず,ひこう,みず・うみ,とり・つばさ,,,つるつる・なめらか,みずみずしい・うるおい,,,,ふつう・ナチュラル,,つばさ・はね,みずのしぶき,,ナチュラル,,
582,バニプッチ,vanillite,こおり,,white,blob,しんせつポケモン,通常,こおり,,こおり・ゆき,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,こおり・つめたい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,こおりのけっしょう,,ナチュラル,,
583,バニリッチ,vanillish,こおり,,white,blob,ひょうせつポケモン,通常,こおり,,こおり・ゆき,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,こおり・つめたい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,こおりのけっしょう,,ナチュラル,,
584,バイバニラ,vanilluxe,こおり,,white,heads,ブリザードポケモン,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,ふくすうのあたま,こおりのけっしょう,,ナチュラル,,
585,シキジカ,deerling,ノーマル,くさ,pink,quadruped,きせつポケモン,通常,ノーマル,くさ,しょくぶつ,けもの・じゅう,,,もこもこ・ふわふわ,はっぱ・しょくぶつ質,,,,にこにこ・あどけない,おだやか・やさしい,よつあしのすがた,はっぱ・はな,,かわいい,おっとり,
586,メブキジカ,sawsbuck,ノーマル,くさ,brown,quadruped,きせつポケモン,通常,ノーマル,くさ,しょくぶつ,けもの・じゅう,,,もこもこ・ふわふわ,はっぱ・しょくぶつ質,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
587,エモンガ,emolga,でんき,ひこう,white,quadruped,モモンガポケモン,通常,でんき,ひこう,でんき,,,,おび電・スパーク,,,,,ふつう・ナチュラル,,よつあしのすがた,つばさ・はね,でんきの模様・ギザギザ,ナチュラル,,
588,カブルモ,karrablast,むし,,blue,humanoid,かぶりつきポケモン,通常,むし,,むし,ひとがた,,,こうかく・つや甲羅,,,,,ものしずか・クール,,てあし・とくちょうてきなかお,,,ナチュラル,,
589,シュバルゴ,escavalier,むし,はがね,gray,arms,きへいポケモン,通常,むし,はがね,きんぞく・メカ,むし,,,きんぞく・メタリック,こうかく・つや甲羅,,,,ふつう・ナチュラル,,たくましいうで,とげ・こうぶつ結晶,,かっこいい,,
590,タマゲタケ,foongus,くさ,どく,white,arms,きのこポケモン,通常,くさ,どく,しょくぶつ,どく,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,,とぼけた・ユニーク,,たくましいうで,はっぱ・はな,とげ・ぶくぶく,ナチュラル,,
591,モロバレル,amoonguss,くさ,どく,white,arms,きのこポケモン,通常,くさ,どく,しょくぶつ,どく,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,,,,とぼけた・ユニーク,,たくましいうで,はっぱ・はな,とげ・ぶくぶく,ナチュラル,,
592,プルリル,frillish,みず,ゴースト,white,tentacles,ふゆうポケモン,通常,みず,ゴースト,みず・うみ,ゴースト・れいたい,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,もや・はんとうめい,,ものしずか・クール,とぼけた・ユニーク,しょくしゅ・ひげ,みずのしぶき,もや・かげ,ミステリアス,,
593,ブルンゲル,jellicent,みず,ゴースト,white,tentacles,ふゆうポケモン,通常,みず,ゴースト,みず・うみ,ゴースト・れいたい,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,もや・はんとうめい,,ものしずか・クール,とぼけた・ユニーク,しょくしゅ・ひげ,みずのしぶき,もや・かげ,ミステリアス,,
594,ママンボウ,alomomola,みず,,pink,fish,かいほうポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,にこにこ・あどけない,,ひれ,みずのしぶき,,かわいい,,
595,バチュル,joltik,むし,でんき,yellow,armor,くっつきポケモン,通常,むし,でんき,でんき,むし,,,ごつごつ・かたい,こうかく・つや甲羅,おび電・スパーク,,,にこにこ・あどけない,,よろい・こうら,でんきの模様・ギザギザ,,かわいい,,
596,デンチュラ,galvantula,むし,でんき,yellow,armor,でんきグモポケモン,通常,むし,でんき,でんき,むし,,,ごつごつ・かたい,こうかく・つや甲羅,おび電・スパーク,,,にこにこ・あどけない,,よろい・こうら,でんきの模様・ギザギザ,,かわいい,,
597,テッシード,ferroseed,くさ,はがね,gray,ball,とげのみポケモン,通常,くさ,はがね,しょくぶつ,きんぞく・メカ,,,きんぞく・メタリック,はっぱ・しょくぶつ質,,,,にこにこ・あどけない,,まるいフォルム,はっぱ・はな,とげ・こうぶつ結晶,かわいい,かっこいい,
598,ナットレイ,ferrothorn,くさ,はがね,gray,tentacles,とげだまポケモン,通常,くさ,はがね,しょくぶつ,きんぞく・メカ,スライム・ぶよぶよ,,きんぞく・メタリック,はっぱ・しょくぶつ質,,,,とぼけた・ユニーク,,しょくしゅ・ひげ,はっぱ・はな,とげ・こうぶつ結晶,かっこいい,,
599,ギアル,klink,はがね,,gray,heads,はぐるまポケモン,通常,はがね,,きんぞく・メカ,,,,きんぞく・メタリック,,,,,ふつう・ナチュラル,,ふくすうのあたま,とげ・こうぶつ結晶,,かっこいい,,
600,ギギアル,klang,はがね,,gray,heads,はぐるまポケモン,通常,はがね,,きんぞく・メカ,,,,きんぞく・メタリック,,,,,ふつう・ナチュラル,,ふくすうのあたま,とげ・こうぶつ結晶,,かっこいい,,
601,ギギギアル,klinklang,はがね,,gray,heads,はぐるまポケモン,通常,はがね,,きんぞく・メカ,,,,きんぞく・メタリック,,,,,ふつう・ナチュラル,,ふくすうのあたま,とげ・こうぶつ結晶,,かっこいい,,
602,シビシラス,tynamo,でんき,,white,fish,でんきうおポケモン,通常,でんき,,みず・うみ,でんき,,,つるつる・なめらか,おび電・スパーク,,,,ふつう・ナチュラル,,ひれ,でんきの模様・ギザギザ,,ナチュラル,,
603,シビビール,eelektrik,でんき,,blue,fish,でんきうおポケモン,通常,でんき,,みず・うみ,でんき,,,つるつる・なめらか,おび電・スパーク,,,,ものしずか・クール,,ひれ,でんきの模様・ギザギザ,,ナチュラル,,
604,シビルドン,eelektross,でんき,,blue,fish,でんきうおポケモン,通常,でんき,,みず・うみ,でんき,,,つるつる・なめらか,おび電・スパーク,,,,ものしずか・クール,,ひれ,でんきの模様・ギザギザ,,ナチュラル,,
605,リグレー,elgyem,エスパー,,blue,upright,ブレインポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,ちょくりつのすがた,ほうせき・かがやき,,ミステリアス,,
606,オーベム,beheeyem,エスパー,,brown,humanoid,ブレインポケモン,通常,エスパー,,ひとがた,エスパー・ふしぎ,,,標準・なめらか,,,,,ものしずか・クール,,てあし・とくちょうてきなかお,ほうせき・かがやき,,ミステリアス,,
607,ヒトモシ,litwick,ゴースト,ほのお,white,blob,ろうそくポケモン,通常,ゴースト,ほのお,ほのお・マグマ,ゴースト・れいたい,スライム・ぶよぶよ,,ねばねば・ぷにぷに,ほのお・ねっき,もや・はんとうめい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,ほのおのかざり,もや・かげ,ミステリアス,,
608,ランプラー,lampent,ゴースト,ほのお,black,arms,ランプポケモン,通常,ゴースト,ほのお,ほのお・マグマ,ゴースト・れいたい,,,ねばねば・ぷにぷに,ほのお・ねっき,もや・はんとうめい,,,ものしずか・クール,,たくましいうで,ほのおのかざり,もや・かげ,ミステリアス,,
609,シャンデラ,chandelure,ゴースト,ほのお,black,arms,いざないポケモン,通常,ゴースト,ほのお,ほのお・マグマ,ゴースト・れいたい,,,ねばねば・ぷにぷに,ほのお・ねっき,もや・はんとうめい,,,ものしずか・クール,,たくましいうで,ほのおのかざり,もや・かげ,ミステリアス,,
610,キバゴ,axew,ドラゴン,,green,upright,キバポケモン,通常,ドラゴン,,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,,ちょくりつのすがた,つの・うろこ模様,,かっこいい,おっとり,
611,オノンド,fraxure,ドラゴン,,green,upright,あごオノポケモン,通常,ドラゴン,,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,,ちょくりつのすがた,つの・うろこ模様,,かっこいい,おっとり,
612,オノノクス,haxorus,ドラゴン,,yellow,upright,あごオノポケモン,通常,ドラゴン,,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,にこにこ・あどけない,ちょくりつのすがた,つの・うろこ模様,,かわいい,かっこいい,
613,クマシュン,cubchoo,こおり,,white,upright,ひょうけつポケモン,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,ちょくりつのすがた,こおりのけっしょう,,ナチュラル,,
614,ツンベアー,beartic,こおり,,white,quadruped,とうけつポケモン,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,よつあしのすがた,こおりのけっしょう,,ナチュラル,,
615,フリージオ,cryogonal,こおり,,blue,ball,けっしょうポケモン,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,こおりのけっしょう,,かわいい,,
616,チョボマキ,shelmet,むし,,red,ball,マイマイポケモン,通常,むし,,むし,,,,こうかく・つや甲羅,,,,,りりしい・するどい,にこにこ・あどけない,まるいフォルム,,,かわいい,,
617,アギルダー,accelgor,むし,,red,arms,からぬけポケモン,通常,むし,,むし,,,,こうかく・つや甲羅,,,,,りりしい・するどい,,たくましいうで,,,ナチュラル,,
618,マッギョ,stunfisk,じめん,でんき,brown,fish,トラップポケモン,通常,じめん,でんき,みず・うみ,でんき,いわ・つち・こうぶつ,,つるつる・なめらか,ごつごつ・かたい,おび電・スパーク,,,ふつう・ナチュラル,,ひれ,でんきの模様・ギザギザ,とげ・こうぶつ結晶,ナチュラル,,
619,コジョフー,mienfoo,かくとう,,yellow,upright,ぶじゅつポケモン,通常,かくとう,,ひとがた,,,,標準・なめらか,,,,,りりしい・するどい,にこにこ・あどけない,ちょくりつのすがた,,,かわいい,ゆうかん,
620,コジョンド,mienshao,かくとう,,purple,upright,ぶじゅつポケモン,通常,かくとう,,ひとがた,,,,標準・なめらか,,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,,,ゆうかん,ミステリアス,
621,クリムガン,druddigon,ドラゴン,,red,upright,ほらあなポケモン,通常,ドラゴン,,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,,ちょくりつのすがた,つの・うろこ模様,,かっこいい,,
622,ゴビット,golett,じめん,ゴースト,green,humanoid,ゴーレムポケモン,通常,じめん,ゴースト,いわ・つち・こうぶつ,ひとがた,ゴースト・れいたい,,ごつごつ・かたい,ねばねば・ぷにぷに,もや・はんとうめい,,,ものしずか・クール,,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,ミステリアス,おっとり,
623,ゴルーグ,golurk,じめん,ゴースト,green,humanoid,ゴーレムポケモン,通常,じめん,ゴースト,いわ・つち・こうぶつ,ひとがた,ゴースト・れいたい,,ごつごつ・かたい,ねばねば・ぷにぷに,もや・はんとうめい,,,ものしずか・クール,,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,ミステリアス,おっとり,
624,コマタナ,pawniard,あく,はがね,red,humanoid,はものポケモン,通常,あく,はがね,きんぞく・メカ,ひとがた,あく・やみ,,きんぞく・メタリック,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
625,キリキザン,bisharp,あく,はがね,red,humanoid,とうじんポケモン,通常,あく,はがね,きんぞく・メカ,ひとがた,あく・やみ,,きんぞく・メタリック,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
626,バッフロン,bouffalant,ノーマル,,brown,quadruped,ずつきうしポケモン,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
627,ワシボン,rufflet,ノーマル,ひこう,white,wings,ヒナわしポケモン,通常,ノーマル,ひこう,とり・つばさ,,,,標準・なめらか,,,,,ふつう・ナチュラル,,つばさ・はね,,,ナチュラル,,
628,ウォーグル,braviary,ノーマル,ひこう,red,wings,ゆうもうポケモン,通常,ノーマル,ひこう,とり・つばさ,,,,標準・なめらか,,,,,りりしい・するどい,,つばさ・はね,,,ナチュラル,,
629,バルチャイ,vullaby,あく,ひこう,brown,wings,おむつポケモン,通常,あく,ひこう,とり・つばさ,あく・やみ,,,標準・なめらか,,,,,りりしい・するどい,,つばさ・はね,もや・かげ,,かっこいい,ミステリアス,
630,バルジーナ,mandibuzz,あく,ひこう,brown,wings,ほねわしポケモン,通常,あく,ひこう,とり・つばさ,あく・やみ,,,標準・なめらか,,,,,りりしい・するどい,,つばさ・はね,もや・かげ,,かっこいい,ミステリアス,
631,クイタラン,heatmor,ほのお,,red,upright,アリクイポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,ちょくりつのすがた,ほのおのかざり,,かっこいい,ゆうかん,
632,アイアント,durant,むし,はがね,gray,armor,てつアリポケモン,通常,むし,はがね,きんぞく・メカ,むし,,,ごつごつ・かたい,きんぞく・メタリック,こうかく・つや甲羅,,,ふつう・ナチュラル,,よろい・こうら,とげ・こうぶつ結晶,,かっこいい,,
633,モノズ,deino,あく,ドラゴン,blue,quadruped,そぼうポケモン,通常,あく,ドラゴン,は虫類・ドラゴン,あく・やみ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,よつあしのすがた,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,
634,ジヘッド,zweilous,あく,ドラゴン,blue,quadruped,らんぼうポケモン,通常,あく,ドラゴン,は虫類・ドラゴン,あく・やみ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,よつあしのすがた,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,
635,サザンドラ,hydreigon,あく,ドラゴン,blue,upright,きょうぼうポケモン,通常,あく,ドラゴン,は虫類・ドラゴン,あく・やみ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,もや・かげ,つの・うろこ模様,かっこいい,ミステリアス,
636,メラルバ,larvesta,むし,ほのお,white,armor,たいまつポケモン,通常,むし,ほのお,ほのお・マグマ,むし,,,ごつごつ・かたい,こうかく・つや甲羅,ほのお・ねっき,,,ふつう・ナチュラル,,よろい・こうら,ほのおのかざり,,ナチュラル,,
637,ウルガモス,volcarona,むし,ほのお,white,bug-wings,たいようポケモン,通常,むし,ほのお,ほのお・マグマ,むし,,,こうかく・つや甲羅,ほのお・ねっき,,,,ふつう・ナチュラル,,むしのはね,ほのおのかざり,,ナチュラル,,
638,コバルオン,cobalion,はがね,かくとう,blue,quadruped,てっしんポケモン,伝説,はがね,かくとう,きんぞく・メカ,けもの・じゅう,ひとがた,,きんぞく・メタリック,,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,とげ・こうぶつ結晶,,そうごん・でんせつ,かっこいい,
639,テラキオン,terrakion,いわ,かくとう,gray,quadruped,がんくつポケモン,伝説,いわ,かくとう,いわ・つち・こうぶつ,けもの・じゅう,ひとがた,,ごつごつ・かたい,,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,とげ・こうぶつ結晶,,そうごん・でんせつ,,
640,ビリジオン,virizion,くさ,かくとう,green,quadruped,そうげんポケモン,伝説,くさ,かくとう,しょくぶつ,けもの・じゅう,ひとがた,,はっぱ・しょくぶつ質,,,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,はっぱ・はな,,そうごん・でんせつ,おっとり,
641,トルネロス,tornadus,ひこう,,green,arms,せんぷうポケモン,伝説,ひこう,,その他・不定形,,,,標準・なめらか,,,,,どうどう・威厳,,たくましいうで,つばさ・はね,,そうごん・でんせつ,おっとり,
642,ボルトロス,thundurus,でんき,ひこう,blue,arms,らいげきポケモン,伝説,でんき,ひこう,でんき,,,,おび電・スパーク,,,,,どうどう・威厳,ものしずか・クール,たくましいうで,つばさ・はね,でんきの模様・ギザギザ,そうごん・でんせつ,,
643,レシラム,reshiram,ドラゴン,ほのお,white,wings,はくようポケモン,伝説,ドラゴン,ほのお,ほのお・マグマ,は虫類・ドラゴン,,,うろこ,ほのお・ねっき,,,,どうどう・威厳,りりしい・するどい,つばさ・はね,ほのおのかざり,つの・うろこ模様,そうごん・でんせつ,かっこいい,
644,ゼクロム,zekrom,ドラゴン,でんき,black,upright,こくいんポケモン,伝説,ドラゴン,でんき,でんき,は虫類・ドラゴン,,,うろこ,おび電・スパーク,,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,でんきの模様・ギザギザ,つの・うろこ模様,そうごん・でんせつ,かっこいい,
645,ランドロス,landorus,じめん,ひこう,brown,arms,ほうじょうポケモン,伝説,じめん,ひこう,いわ・つち・こうぶつ,,,,ごつごつ・かたい,,,,,どうどう・威厳,,たくましいうで,つばさ・はね,とげ・こうぶつ結晶,そうごん・でんせつ,,
646,キュレム,kyurem,ドラゴン,こおり,gray,upright,きょうかいポケモン,伝説,ドラゴン,こおり,みず・うみ,こおり・ゆき,は虫類・ドラゴン,,つるつる・なめらか,うろこ,こおり・つめたい,,,どうどう・威厳,りりしい・するどい,ちょくりつのすがた,こおりのけっしょう,つの・うろこ模様,そうごん・でんせつ,かっこいい,
647,ケルディオ,keldeo,みず,かくとう,yellow,quadruped,わかごまポケモン,幻,みず,かくとう,みず・うみ,けもの・じゅう,ひとがた,,つるつる・なめらか,みずみずしい・うるおい,もや・はんとうめい,,,どうどう・威厳,りりしい・するどい,よつあしのすがた,みずのしぶき,,そうごん・でんせつ,かわいい,おっとり
648,メロエッタ,meloetta,ノーマル,エスパー,white,humanoid,せんりつポケモン,幻,ノーマル,エスパー,ひとがた,エスパー・ふしぎ,,,もや・はんとうめい,,,,,どうどう・威厳,ものしずか・クール,てあし・とくちょうてきなかお,ほうせき・かがやき,,そうごん・でんせつ,ミステリアス,
649,ゲノセクト,genesect,むし,はがね,purple,humanoid,こせいだいポケモン,幻,むし,はがね,きんぞく・メカ,むし,ひとがた,,きんぞく・メタリック,こうかく・つや甲羅,もや・はんとうめい,,,どうどう・威厳,ものしずか・クール,てあし・とくちょうてきなかお,とげ・こうぶつ結晶,,そうごん・でんせつ,かっこいい,ミステリアス
650,ハリマロン,chespin,くさ,,green,upright,いがぐりポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,ちょくりつのすがた,はっぱ・はな,,おっとり,,
651,ハリボーグ,quilladin,くさ,,green,upright,とげよろいポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,ふつう・ナチュラル,,ちょくりつのすがた,はっぱ・はな,,おっとり,,
652,ブリガロン,chesnaught,くさ,かくとう,green,upright,とげよろいポケモン,通常,くさ,かくとう,しょくぶつ,ひとがた,,,はっぱ・しょくぶつ質,,,,,りりしい・するどい,,ちょくりつのすがた,はっぱ・はな,,ゆうかん,おっとり,
653,フォッコ,fennekin,ほのお,,red,quadruped,キツネポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,よつあしのすがた,ほのおのかざり,,ナチュラル,,
654,テールナー,braixen,ほのお,,red,upright,キツネポケモン,通常,ほのお,,ほのお・マグマ,,,,ほのお・ねっき,,,,,りりしい・するどい,,ちょくりつのすがた,ほのおのかざり,,かっこいい,ゆうかん,
655,マフォクシー,delphox,ほのお,エスパー,red,upright,キツネポケモン,通常,ほのお,エスパー,ほのお・マグマ,エスパー・ふしぎ,,,ほのお・ねっき,,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,ほのおのかざり,ほうせき・かがやき,かっこいい,ゆうかん,ミステリアス
656,ケロマツ,froakie,みず,,blue,quadruped,あわがえるポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,みずみずしい・うるおい,,,,おだやか・やさしい,ものしずか・クール,よつあしのすがた,みずのしぶき,,おっとり,,
657,ゲコガシラ,frogadier,みず,,blue,humanoid,あわがえるポケモン,通常,みず,,みず・うみ,ひとがた,,,つるつる・なめらか,みずみずしい・うるおい,,,,ものしずか・クール,,てあし・とくちょうてきなかお,みずのしぶき,,ナチュラル,,
658,ゲッコウガ,greninja,みず,あく,blue,humanoid,しのびポケモン,通常,みず,あく,みず・うみ,ひとがた,あく・やみ,,つるつる・なめらか,みずみずしい・うるおい,,,,りりしい・するどい,ものしずか・クール,てあし・とくちょうてきなかお,みずのしぶき,もや・かげ,かっこいい,ミステリアス,
659,ホルビー,bunnelby,ノーマル,,brown,upright,あなほりポケモン,通常,ノーマル,,その他・不定形,,,,標準・なめらか,,,,,ふつう・ナチュラル,,ちょくりつのすがた,,,ナチュラル,,
660,ホルード,diggersby,ノーマル,じめん,brown,upright,あなほりポケモン,通常,ノーマル,じめん,いわ・つち・こうぶつ,,,,ごつごつ・かたい,,,,,ふつう・ナチュラル,,ちょくりつのすがた,とげ・こうぶつ結晶,,ナチュラル,,
661,ヤヤコマ,fletchling,ノーマル,ひこう,red,wings,コマドリポケモン,通常,ノーマル,ひこう,とり・つばさ,,,,標準・なめらか,,,,,りりしい・するどい,,つばさ・はね,,,ナチュラル,,
662,ヒノヤコマ,fletchinder,ほのお,ひこう,red,wings,ひのこポケモン,通常,ほのお,ひこう,ほのお・マグマ,とり・つばさ,,,ほのお・ねっき,,,,,りりしい・するどい,,つばさ・はね,ほのおのかざり,,ナチュラル,,
663,ファイアロー,talonflame,ほのお,ひこう,red,wings,れっかポケモン,通常,ほのお,ひこう,ほのお・マグマ,とり・つばさ,,,ほのお・ねっき,,,,,りりしい・するどい,,つばさ・はね,ほのおのかざり,,ナチュラル,,
664,コフキムシ,scatterbug,むし,,black,armor,こなふきポケモン,通常,むし,,むし,,,,ごつごつ・かたい,こうかく・つや甲羅,,,,ふつう・ナチュラル,,よろい・こうら,,,ナチュラル,,
665,コフーライ,spewpa,むし,,black,blob,こなふきポケモン,通常,むし,,むし,スライム・ぶよぶよ,,,こうかく・つや甲羅,ねばねば・ぷにぷに,,,,とぼけた・ユニーク,,シンプル・そぼく,,,ナチュラル,,
666,ビビヨン,vivillon,むし,ひこう,white,bug-wings,りんぷんポケモン,通常,むし,ひこう,むし,,,,こうかく・つや甲羅,,,,,ふつう・ナチュラル,,むしのはね,つばさ・はね,,ナチュラル,,
667,シシコ,litleo,ほのお,ノーマル,brown,quadruped,わかじしポケモン,通常,ほのお,ノーマル,ほのお・マグマ,けもの・じゅう,,,もこもこ・ふわふわ,ほのお・ねっき,,,,おだやか・やさしい,,よつあしのすがた,ほのおのかざり,,おっとり,,
668,カエンジシ,pyroar,ほのお,ノーマル,brown,quadruped,おうじゃポケモン,通常,ほのお,ノーマル,ほのお・マグマ,けもの・じゅう,,,もこもこ・ふわふわ,ほのお・ねっき,,,,おだやか・やさしい,,よつあしのすがた,ほのおのかざり,,おっとり,,
669,フラベベ,flabebe,フェアリー,,white,arms,いちりんポケモン,通常,フェアリー,,フェアリー・せいれい,,,,標準・なめらか,,,,,にこにこ・あどけない,,たくましいうで,ほうせき・かがやき,,かわいい,,
670,フラエッテ,floette,フェアリー,,white,arms,いちりんポケモン,通常,フェアリー,,フェアリー・せいれい,,,,標準・なめらか,,,,,にこにこ・あどけない,,たくましいうで,ほうせき・かがやき,,かわいい,,
671,フラージェス,florges,フェアリー,,white,arms,ガーデンポケモン,通常,フェアリー,,フェアリー・せいれい,,,,標準・なめらか,,,,,にこにこ・あどけない,,たくましいうで,ほうせき・かがやき,,かわいい,,
672,メェークル,skiddo,くさ,,brown,quadruped,ライドポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
673,ゴーゴート,gogoat,くさ,,brown,quadruped,ライドポケモン,通常,くさ,,しょくぶつ,,,,はっぱ・しょくぶつ質,,,,,おだやか・やさしい,,よつあしのすがた,はっぱ・はな,,おっとり,,
674,ヤンチャム,pancham,かくとう,,white,upright,やんちゃポケモン,通常,かくとう,,ひとがた,,,,標準・なめらか,,,,,りりしい・するどい,,ちょくりつのすがた,,,ゆうかん,,
675,ゴロンダ,pangoro,かくとう,あく,white,humanoid,こわもてポケモン,通常,かくとう,あく,ひとがた,あく・やみ,,,標準・なめらか,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,もや・かげ,,かっこいい,ゆうかん,ミステリアス
676,トリミアン,furfrou,ノーマル,,white,quadruped,プードルポケモン,通常,ノーマル,,けもの・じゅう,,,,もこもこ・ふわふわ,,,,,おだやか・やさしい,,よつあしのすがた,,,おっとり,,
677,ニャスパー,espurr,エスパー,,gray,upright,じせいポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,ちょくりつのすがた,ほうせき・かがやき,,ミステリアス,,
678,ニャオニクス,meowstic,エスパー,,blue,upright,よくせいポケモン,通常,エスパー,,エスパー・ふしぎ,,,,標準・なめらか,,,,,ものしずか・クール,,ちょくりつのすがた,ほうせき・かがやき,,ミステリアス,,
679,ヒトツキ,honedge,はがね,ゴースト,brown,blob,とうけんポケモン,通常,はがね,ゴースト,きんぞく・メカ,ゴースト・れいたい,スライム・ぶよぶよ,,きんぞく・メタリック,ねばねば・ぷにぷに,もや・はんとうめい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
